timestep,demand,raw_core_demand,active_vm_count
140,0.9955903053650994,112956.2024528085,863676
141,0.9946138798648728,112845.4206222811,862234
142,0.9945530318364932,112838.51701727866,861381
143,0.9965092622773093,113060.46409784624,862791
144,1.001222001554664,113595.15505360535,869899
145,1.0023895871925403,113727.62524639675,870167
146,0.9961300974704358,113017.44538175651,865707
147,0.9933280221201806,112699.53168889931,864342
148,0.9962340997917071,113029.24512226602,867624
149,0.9944139883521713,112822.74162866733,867876
150,0.9962726093642799,113033.61428401103,869464
151,0.995647458267782,112962.68682174158,868909
152,0.9940689751390532,112783.59763325089,870666
153,0.9932502496163869,112690.70789196552,869948
154,0.9955870214350437,112955.82986956195,867378
155,0.9953586352171431,112929.91796611372,867138
156,0.9979216372712835,113220.7072369155,869018
157,0.9975667969916479,113180.44829681842,868824
158,0.9965471611177185,113064.7639680508,868225
159,0.9975328072456584,113176.59193882797,869098
160,1.0004755763188578,113510.46825061293,872209
161,1.0001325101891436,113471.54516448618,871660
162,0.9999672340882252,113452.79351472086,870572
163,1.000877715214774,113556.09352668934,870688
164,1.004261097746395,113939.96030417562,873629
165,1.0042797298842174,113942.07424152581,874250
166,1.0043942306055527,113955.06509387786,873688
167,1.0029128497389181,113786.99278925662,874086
168,1.004442153708175,113960.50228189868,877290
169,1.0026550056406458,113757.73869747933,876076
170,1.0018762530658778,113669.38414739774,875367
171,1.0010465463166818,113575.24851446359,875050
172,1.002027210726925,113686.51127693201,875819
173,1.0020642004649505,113690.70800355195,875002
174,1.00139887566125,113615.22257262853,874621
175,1.0006002616379195,113524.6146118892,874287
176,1.0041176554768179,113923.68584473648,875854
177,1.005843304939791,114119.47201205026,876692
178,1.0059696634305793,114133.80820555294,876193
179,1.0058848049904994,114124.18046301082,875659
180,1.0051744592343126,114043.58711189545,875135
181,1.0041736336194877,113930.03692949725,874447
182,1.0036388927214868,113869.36709290995,874000
183,1.0029725479087936,113793.765935325,873751
184,1.002748010558338,113768.29071094845,874094
185,1.0034468264348453,113847.57592214289,873691
186,1.0040238841692413,113913.04687934498,872448
187,1.0026284955224625,113754.7309519635,871307
188,1.004734754625374,113993.69976108553,873770
189,1.0037063520387217,113877.02079167927,872703
190,0.9996028707623965,113411.45412302842,871381
191,0.9993937442200944,113387.72735517699,871202
192,1.0005425013074034,113518.06132631344,871800
193,0.999103589036624,113354.80736040586,868939
194,0.9977503590460043,113201.2746070615,867671
